PMID,Original_Title,Generated_Title
35346463,Estimating the effect of different work practices and technologies on labor efficiency within pasture-based dairy systems.,Herd size expansion combined with the seasonal workload on pasture-based
35396559,Identification of cow-level risk factors and associations of selected blood macro-minerals at parturition with dystocia and stillbirth in Holstein dairy cows.,A deeper understanding of the risk factors for dystocia and
35324862,"Blood Inflammatory, Hydro-Electrolytes and Acid-Base Changes in Belgian Blue Cows Developing Parietal Fibrinous Peritonitis or Generalised Peritonitis after Caesarean Section.","This study aimed to describe the inflammation, hydro-electrolyte and acid-base"
35325612,Antimicrobial use on Australian dairy cattle farms - A survey of veterinarians.,Study of  in animal
35454290,Frequency of an X-Linked Maternal Variant of the Bovine FOXP3 Gene Associated with Infertility in Different Cattle Breeds: A Pilot Study.,Study of  in cattle
35391635,An established kidney cell line from humpback grouper (Cromileptes altivelis) and its susceptibility to bacteria and heavy metals., and its association with chromosome
35335018,Design and Characterization of a Recombinant Brucella abortus RB51 Vaccine That Elicits Enhanced T Cell-Mediated Immune Response., and its association with gene
35331896,Cow-related factors associated with intramammary infections during the 1st week postpartum in primiparous dairy cows in certified organic herds.,Association of those variables with somatic cell count
35379459,Novel functional mutation of the PDIA3 gene affects milk composition traits in Chinese Holstein cattle.,Study of  in cattle
35434167,Heart Rate Variability May Predict the Severity of Appendicitis: A Cross-Sectional Study.,Role of heart rate variability (hrv) in predicting
35361825,Methane emissions and rumen metabolite concentrations in cattle fed two different silages.,"In this study, 18 animals were fed two forage-based diets:"
35337242,How Relationships Foster Growth: Compassionate Goals Predict Growth-Seeking Through Perceived Available Support Independent of Relationship Security.,Growth-seeking refers to a general tendency to pursue growth when
35427666,"A multi-tissue biomonitoring investigation of toxic trace elements and their trophic transfer potential in a semi aquatic bird species, the Cattle Egret (Bubulcus ibis).",Study of  in cattle
35307738,Unsuppressed Striatal Activity and Genetic Risk for Schizophrenia Associated With Individual Cognitive Performance Under Social Competition., and its association with gene
35450719,Reproductive tract disease in Irish grazing dairy cows: Retrospective observational study examining its association with reproductive performance and accuracy of 2 diagnostic tests.,The detection of reproductive tract disease (RTD) 3 wk postpartum
35256121,Rumen fluke infections (Paramphistomidae) in diarrhoeal cattle in western France  and association with production parameters.,Identification of  in animal
35248887,Non-destructive biomarkers can reveal effects of the association of microplastics and pharmaceuticals or personal care products.,Effects of contaminants on marine organisms typically involve
35281838,The Association Between Genomic Heterozygosity and Carcass Merit in Cattle.,Study of  in animal
35242464,A Cyanotic Infant: Infrequent Presentation of Cow's Milk Protein Allergy., and its association with protein
35193006,"Polycarbonate plastic monomer (bisphenol-A) as emerging contaminant in Nigeria: Levels in selected rivers, sediments, well waters and dumpsites.",Detection of  in cattle
35280590,Prevalence of Anaplasma marginale in cattle blood samples collected from two important livestock regions in Punjab (Pakistan) with a note on epidemiology and  phylogeny of parasite.,Study of  in livestock
35447249,Genome-wide elucidation of CNV regions and their association with production and  reproduction traits in composite Vrindavani cattle.,Technique of  in cattle
35284917,Why are women with polycystic ovary syndrome obese?, and its association with genetic
35285715,Genetic Characteristics of the Transmissible Locus of Stress Tolerance (tLST) and tLST Harboring Escherichia coli as Revealed by Large-Scale Genomic Analysis., and its association with variant
35446746,Bioinformatics and genetic variants analysis of FGF10 gene promoter with their association at carcass quality and body measurement traits in Qinchuan beef cattle.,Study of  in cattle
35451516,Identification of two new recessive MC1R alleles in red-coloured Evolèner cattle  and other breeds.,Approach of  in animal
35453176,Antimicrobial Resistance and Molecular Characterization of Staphylococcus aureus  Recovered from Cows with Clinical Mastitis in Dairy Herds from Southeastern Brazil.,Staphylococcus aureus is a contagious pathogen frequently associated with bovine
35446841,A locus conferring tolerance to Theileria infection in African cattle.,Analysis of  in cattle
35369840,Progress and future perspectives of livestock genomics in India: a mini review.,Evaluation of  in livestock
35422847,Whole-Genome Sequencing of Endangered Dengchuan Cattle Reveals Its Genomic Diversity and Selection Signatures., and its association with gene
35347440,Effect of inseminator on reproductive performance in dairy cattle.,Study of  in cattle
35265999,Cross-Disorder Analysis of Shared Genetic Components Between Cortical Structures  and Major Psychiatric Disorders., and its association with genetic
35413103,Candidate genes for polycystic ovary syndrome are regulated by TGFβ in the bovine foetal ovary., and its association with gene
35362202,Transcriptional states and chromatin accessibility during bovine myoblasts proliferation and myogenic differentiation.,Study of  in cattle
35318385,Unraveling structural and conformational dynamics of DGAT1 missense nsSNPs in dairy cattle.,Analysis of  in cattle
35332227,MiRNAs in milk can be used towards early prediction of mammary gland inflammation in cattle.,Detection of  in animal
35433046,"Knowledge, Consumption Pattern, and Adverse Effects of Energy Drinks among Asian  Population: A Cross-Sectional Analysis from Malaysia.",Background: The frequent expansion of the energy drinks (EDs) market
35239467,Hispanic Ethnicity and Social Determinants of Health in Pulmonary Arterial Hypertension: The Pulmonary Hypertension Association Registry.,Rationale There is a noticeable underrepresentation of minorities in clinical
35355225,Pupillary correlates of individual differences in long-term memory.,The present study is the first to examine individual differences
35379466,Association of residual feed intake with peripartal ruminal microbiome and milk fatty acid composition during early lactation in Holstein dairy cows., and its association with gene
35359744,In vitro Susceptibility of Human Cell Lines Infection by Bovine Leukemia Virus.,Detection of  in cattle
35456882,Antibiotic Resistance and Molecular Profiling of the Clinical Isolates of Staphylococcus aureus Causing Bovine Mastitis from India.,Study of  in livestock
35300540,Pathology of the peripheral neuropathy Charcot-Marie-Tooth disease type 4H in Holstein Friesian cattle with a splice site mutation in FGD4.,Study of -Tooth in animal
35202171,Practical Application of Urinary Zearalenone Monitoring System for Feed Hygiene Management of a Japanese Black Cattle Breeding Herd-The Relationship between Monthly Anti-Müllerian Hormone and Serum Amyloid A Concentrations.,Method of  in cattle
35209806,Association between copy number variation of SERPINA3-1 gene and growth traits in Chinese cattle.,Detection of  in cattle
35304331,A novel role for GalNAc-T2 dependent glycosylation in energy homeostasis.,Study of  in cattle
35282905,Daily behavioral measures recorded by precision technology devices may indicate bovine respiratory disease status in preweaned dairy calves.,Detection of  in animal
35279213,"Tolerance induction through early feeding to prevent food allergy in infants with eczema (TEFFA): rationale, study design, and methods of a randomized controlled trial.", and its association with protein
35437469,The impacts of COVID-19 on cattle traders and their response in agro-pastoral and pastoral regions in Uganda: A case of Karamoja and Teso cattle traders.,Study of  in animal
35230546,Association between aflatoxin M1 excretion in milk and indicators of rumen fermentation in bovines.,Study of  in animal
35301961,"Selection of reference genes for quantitative real-time PCR normalization in the  coffee white stem borer, Xylotrechus quadripes Chevrolat (Coleoptera: Cerambycidae).", and its association with gene
35304629,Epidemic abortions due to Neospora caninum infection in farmed red deer (Cervus elaphus).,This study describes for the first time an abortion outbreak
35379460,Hepatic triacylglycerol associations with production and health in dairy cows.,"Associations between hepatic triacylglycerol content and production, blood"
35403911,"Evaluation of bleaching efficacy, microhardness, and trans-amelodentinal diffusion of a novel bleaching agent for an in-office technique containing hexametaphosphate and fluoride.",OBJECTIVE: This study evaluated in vitro the effects of calcium
35436852,Using mid-infrared spectroscopy to increase GWAS power to detect QTL associated with blood urea nitrogen., and its association with chromosome
35281842,Host Genome-Metagenome Analyses Using Combinatorial Network Methods Reveal Key Metagenomic and Host Genetic Features for Methane Emission and Feed Efficiency in Cattle.,Detection of  in cattle
35363779,Cross-population selection signatures in Canchim composite beef cattle.,Study of  in livestock
35361830,Four novel candidate causal variants for deficient homozygous haplotypes in Holstein cattle.,Approach of  in cattle
