PMID,Original_Title,Generated_Title
35078535,Cough associated with the detection of Mycoplasma hyopneumoniae DNA in clinical and environmental specimens under controlled conditions.,Association of cough with Mycoplasma hyopneumoniae DNA detection in specimens of inoculated and contact-infected pigs.
35158627,Is There a Link between Vomeronasalitis and Aggression in Stable Social Groups of Female Pigs?,Bilateral vomeronasalitis and skin lesions in farm pigs.
34988935,A putative PCV3-associated disease in piglets from Southern Brazil.,Porcine circovirus type 3a-associated clinical disease in neonatal pigs from Brazil.
34867921,NLRP3 Inflammasome Activation Enhanced by TRIM25 is Targeted by the NS1 Protein of 2009 Pandemic Influenza A Virus.,TRIM25 Enhances Porcine NLRP3 Inflammasome-Mediated Interleukin-1 Beta Production.
35168569,Large-scale association study on daily weight gain in pigs reveals overlap of genetic factors for growth in humans.,Imputation from genotyping array to whole-genome sequence variants to identify quantitative trait loci for growth in pigs.
35448069,Porcine Models of Heart Regeneration.,Maturational dynamics of pig cardiomyocytes during early neonatal development and their potential for proliferative cardiac regeneration.
35176608,The swine enteric virome in a commercial production system and its association with neonatal diarrhea.,Characterization of enteric virome dynamics and its association with neonatal diarrhea in piglets.
34993422,Innovative strategies for managing swine welfare during the COVID-19 pandemic in  Iowa.,The Iowa Resource Coordination Center (IRCC) Response to Coronavirus Disease 2019 (COVID-19) in Pigs.
34933675,Genetically modified large animal models for investigating neurodegenerative diseases.,Animal models for modeling pathological features of neurodegenerative diseases.
34949228,Current efforts towards safe and effective live attenuated vaccines against African swine fever: challenges and prospects.,A DIVA Vaccine for the Prevention and Control of African Swine Fever Virus.
35401688,Population Genetic Structure and Selection Signature Analysis of Beijing Black Pig.,Genome-wide admixture and selection signatures of Beijing Black pig.
35281072,Methylome and Transcriptome-Based Integration Analysis Identified Molecular Signatures Associated With Meningitis Induced by Glaesserella parasuis.,Integration of DNA Methylome and Transcriptome Analysis of Porcine Brain During Meningitis Caused by Glaesserella parasuis.
35366906,A review of progress and an advanced method for shock advice algorithms in automated external defibrillators.,Deep learning-based shock advice algorithms for detecting sudden cardiac arrest on electrocardiogram signals.
34941836,Infrared Thermography Evaluation of Feet Temperature and Its Association with Claw Lengths and Anisodactylia in Purebred Sows of Three Greek Herds.,Association of IRT temperature of lower feet with claw lengths measurements in purebred sows.
35265090,"Transcriptome Profiling of Porcine Naïve, Intermediate and Terminally Differentiated CD8+ T Cells.",Transcriptome analysis of porcine CD8β+ T-cell subsets in vivo and in vitro.
34929285,The construction of a haplotype reference panel using extremely low coverage whole genome sequences and its application in genome-wide association studies and genomic prediction in Duroc pigs.,Construction of a high-density single nucleotide polymorphism reference panel for genome-wide association study and genomic prediction in pigs.
35454283,Genome-Wide Selection Sweep between Wild and Local Pigs from Europe for the Investigation of the Hereditary Characteristics of Domestication in Sus Scrofa.,Genome-wide association scan and phylogeny estimation reveal a strong linkage between the middle European wild boar (WB) and domestic pigs.
34899750,A Co-Association Network Analysis Reveals Putative Regulators for Health-Related  Traits in Pigs.,Genome wide association analysis reveals new regulatory genes and candidate genes associated with immunity in pigs.
35454216,Retrotransposon Insertion Polymorphisms (RIPs) in Pig Coat Color Candidate Genes.,Identification of putative RIPs associated with coat color in swine.
35053107,Association of IFNA16 and TNFRSF19 Polymorphisms with Intramuscular Fat Content and Fatty Acid Composition in Pigs.,Single nucleotide polymorphisms of the porcine IFNA16 and TNFRSF19 genes and their association with intramuscular fat content and fatty acid composition in pigs.
35022729,"Correlations of gestational hemoglobin level, placental trace elements content, and reproductive performances in pregnant sows.","The association between iron status, hemoglobin, placental trace elements, and reproductive performance of sows with first to sixth parities of gestation."
35230646,Non-alcoholic Fatty Liver Disease: Also a Disease of the Brain? A Systematic Review of the Preclinical Evidence.,Neurobiological changes in preclinical non-alcoholic fatty liver disease: a systematic review.
35056451,Capture and Ex-Situ Analysis of Environmental Biofilms in Livestock Buildings.,Comparison of 16S rRNA V3-V4 as a coupon-based method for quantification of microbial communities on the surface of a pig farm.
35385164,Hydrogel cultures reveal Transient Receptor Potential Vanilloid 4 regulation of myofibroblast activation and proliferation in valvular interstitial cells.,TRPV4 regulates myofibroblast activation and proliferation in valvular interstitial cells.
35182673,"Characterization, mRNA expression profile, subcellular distribution and association analysis with piglet diarrhea of porcine matrix metallopeptidase 7 (pMMP7).",Characterization of porcine matrix metalloproteinase 7 (MMP7) gene and its association with diarrhea in Min pig and Landrace piglets.
34917905,Adenoviral VEGF-B186R127S gene transfer induces angiogenesis and improves perfusion in ischemic heart.,"Molecular characterization and angiogenesis of VEGF-B186, a novel vascular endothelial growth factor."
35234615,Genome-wide transcriptome analysis of porcine epidemic diarrhea virus virulent or avirulent strain-infected porcine small intestinal epithelial cells.,Transcriptome analysis of porcine epidemic diarrhea virus (PEDV) intestinal epithelial cells in response to virulent and avirulent strains.
35388401,Cytomegalovirus Infection Associated with Smaller Total Cortical Surface Area in  Schizophrenia Spectrum Disorders.,Association of Cytomegalovirus Infection with Schizophrenia Spectrum Disorders and Cortical Thickness.
35378328,Meta-analysis of MspI derived variants of growth hormone gene associated with milk yield in dairy cattle.,The association of MspI derived variants of growth hormone gene with milk yield in dairy cows.
35238185,Population genomics reveals that natural variation in PRDM16 contributes to cold  tolerance in domestic cattle.,Genome scan reveals a substitution in PRDM16 affecting brown adipocyte formation in cattle from warm and cold areas in China.
35203833,Antibiotic Use in Alpine Dairy Farms and Its Relation to Biosecurity and Animal Welfare.,"Effect of husbandry practices on antimicrobial usage in food-producing animals in the Province of Trento, Italy."
35232965,Integrative analyses of genomic and metabolomic data reveal genetic mechanisms associated with carcass merit traits in beef cattle.,"Comparison of imputed whole genome DNA variants, plasma metabolites, and biological functions for carcass merit traits in crossbred beef cattle."
35320949,Thyroid-Stimulating Hormone Inhibits Insulin Receptor Substrate-1 Expression and  Tyrosyl Phosphorylation in 3T3-L1 Adipocytes by Increasing NF-κB DNA-Binding Activity.,TSH suppresses insulin receptor substrate-1 expression and tyrosyl phosphorylation in 3T3-L1 preadipocytes by promoting NF-κB DNA-binding activity.
35327070,"Calving Ease Risk Factors and Subsequent Survival, Fertility and Milk Production  in Italian Holstein Cows.",Risk factors associated with calving ease in Italian Holstein cow herds.
35451786,"Genomic Prediction of Complex Traits in Animal Breeding with Long Breeding History, the Dairy Cattle Case.",Single-Step Genomic Evaluation of Economic Traits in Dairy Cattle.
35330865,Biomarkers common for inflammatory periodontal disease and depression: A systematic review.,The Association Between Inflammatory Periodontal Disease and Major Depression: A Meta-Analysis.
35391795,Whole-Genome Analyses Reveal Genomic Characteristics and Selection Signatures of  Lincang Humped Cattle at the China-Myanmar Border.,Whole-Genome Resequencing of Lincang Humped Cattle from the Yunnan Border with Myanmar.
35392214,The extended farm effect: The milk protein β-lactoglobulin in stable dust protects against allergies.,β-lactoglobulin (BLG) is a major protein in stable dust and ambient air.
35296234,Screening for phenotypic outliers identifies an unusually low concentration of a  β-lactoglobulin B protein isoform in bovine milk caused by a synonymous SNP.,"Single nucleotide polymorphisms in the bovine whey protein, β-lactoglobulin, downregulate milk milk BLG B protein isoform concentration."
35203201,Evaluation of the Thuringian Bovine Johne's Disease Control Program-A Case Study.,Association of Thuringian Johne's Disease (JD) Control Program with Calf Mortality in Dairy Herds.
35233959,Copy number variation of the CCDC39 gene is associated with growth traits in Chinese cattle.,Identification of Coiled-Coil Domain containing 39 gene and its association with growth traits in Chinese cattle.
35415213,The relationships between κ-casein (CSN3) gene polymorphism and some performance  traits in Simmental cattle.,"Genotypic structure of the κ -casein (CSN3) gene locus in cattle in Erzurum, Turkey."
35256125,Description of bovine babesiosis and anaplasmosis outbreaks in northern Uruguay between 2016 and 2018.,Outbreaks of bovine babesiosis and anaplasmosis in northern Uruguay between 2016 and 2018.
35233794,A de novo variant in the bovine ADAMTSL4 gene in an Original Braunvieh calf with  congenital cataract.,Heterozygous ADAMTSL4 missense variant causes congenital cataract in a Braunvieh calf.
