PMID,Original_Title,Rule_Based_Title,BART_Title,Hybrid_Title,BLEU_Score
35024554,"Phenotypic detection, antimicrobial susceptibility and virulence profile of staphylococci in the pig production setting, Makurdi, Nigeria.",Study of  in pig,"Characterization and characterization of staphylococci from smallholder backyard pig farms, slaughter slabs and pig handlers in Makurdi, Nigeria.","Characterization and characterization of staphylococci from smallholder backyard pig farms, slaughter slabs and pig handlers in Makurdi, Nigeria.",0.03715770152515524
35296347,"Investigating the effects of peptide-based, MOS and protease feed additives on the growth performance and fecal microbial composition of weaned pigs.",Study of  in swine,Effects of a peptide-based product in combination with mannose oligosaccharides and protease on the growth performance and fecal microbiome of nursery pigs.,Effects of a peptide-based product in combination with mannose oligosaccharides and protease on the growth performance and fecal microbiome of nursery pigs.,0.2752699094387329
35146013,Construction and Immunogenicity of a Recombinant Pseudorabies Virus Variant With  TK/gI/gE/11k/28k Deletion., and its association with variant,Construction of a Recombinant Pseudorabies Virus with TK-gI/gE- and GI-/11k/28k-Deleted Variant HN1201 Expressing a Bacterial Artificial Chromosome Infectious Clone.,Construction of a Recombinant Pseudorabies Virus with TK/gI/gE- /gI-/11k/28k-Deleted HN1201TK- and GB Antibodies for Protection against Infection in Pigs.,0.21314568971111159
34878947,Quantitative susceptibility mapping as a measure of cerebral oxygenation in neonatal piglets.,Assessment of  in piglet,Quantitative susceptibility mapping of cerebral venous oxygenation to brain tissue O2 tension and cerebral blood flow in neonatal pigs.,Quantitative susceptibility mapping of cerebral venous oxygenation to brain tissue O2 tension and cerebral blood flow in neonatal pigs.,0.07658412276041004
35090573,Serotonin receptors and their association with the immune system in the gastrointestinal tract of weaning piglets.,BACKGROUND: Immune cell activation and perpetuation of inflammation have been,The association between 5-hydroxytryptamine receptor expression and immune system biomarkers in post-weaning piglets.,The association between 5-hydroxytryptamine receptor expression and immune system biomarkers in post-weaning piglets.,0.035679880044306216
35449721,Prevalence of carbapenem resistance and its potential association with antimicrobial use in humans and animals in rural communities in Vietnam.,Study of  in pig,Molecular characterization of Carbapenem-Resistant Enterobacteriaceae and Cebsiella pneumoniae in non-hospitalized humans and in animals in the Mekong Delta of Vietnam.,Carriage of Carbapenem-Resistant Enterobacteriaceae and Acinetobacter baumannii in Non-Hospitalized Humans and Pigs in the Mekong Delta of Vietnam.,0.02795995064920722
35111328,Survey of Salmonellae occurrence in meat-producing rabbitries in Switzerland.,BACKGROUND: An outbreak of salmonellosis due to Salmonella Typhimurium was,No outbreak of salmonellosis due to Salmonella Typhimurium in Swiss rabbits.,No outbreak of salmonellosis due to Salmonella Typhimurium in Swiss rabbits.,0.022416933501922302
35273382,Introgressive hybridisation between domestic pigs (Sus scrofa domesticus) and endemic Corsican wild boars (S. s. meridionalis): effects of human-mediated interventions.,Study of  in boar,Genetic distinctness and genome-wide domestic pig ancestry of the Corsican wild boar subspecies S. s. meridionalis and its Sardinian conspecifics.,Genetic distinctness and genome-wide domestic pig ancestry of the Corsican wild boar subspecies S. s. meridionalis and its Sardinian conspecifics.,0.026801651563557783
35019865,Patella cryo-free technique with recycled frozen autograft reconstruction preserves extensor mechanism for proximal tibial malignancy.,Technique of  in animal,A patella cryo-free method to protect porcine proximal tibial malignant bone from cryoinjury.,Patella cryo-free technique protects patella from cryoinjury in swine proximal tibial malignancy.,0.11041614457363685
34951645,Phylogeography Reveals Association between Swine Trade and the Spread of Porcine  Epidemic Diarrhea Virus in China and across the World.,Analysis of  in livestock,Local and global trade of Porcine Epidemic Diarrhea Virus (PEDV) in China.,Local and global trade of Porcine Epidemic Diarrhea Virus (PEDV) in China.,0.18305919254913106
35186025,"Genome-Wide Assessment of a Korean Composite Pig Breed, Woori-Heukdon.",Study of  in pig,Genome-wide mapping of the genetic diversity and runs of homozygosity in a Korean synthetic pig breed.,Genome-wide mapping of the genetic diversity and runs of homozygosity in a Korean synthetic pig breed.,0.032709344708772174
35369845,Genome wide copy number variations using Porcine 60K SNP Beadchip in Landlly pigs.,Study of  in pig,Identification and characterization of copy number variations in Indian porcine genome.,Identification and characterization of copy number variations in Indian porcine genome.,0.08838042212680002
35022274,Diagnostic Value of Circulating Antigens in the Serum of Piglets with Experimental Acute Toxoplasmosis., and its association with protein,Identification of Circulating Ags in the Serum of Large White Pigs with Experimental Acute Toxoplasmosis.,Identification of Circulating Ags in the Serum of Large White Pigs with Experimental Acute Toxoplasmosis.,0.3615855225145535
35061866,"Risk factors for the abundance of antimicrobial resistance genes aph(3')-III, erm(B), sul2 and tet(W) in pig and broiler faeces in nine European countries.",Assessment of  in pig,Quantification of antimicrobial resistance in European pig and broiler farms using real-time PCR.,Quantification of antimicrobial resistance in European pig and broiler farms using real-time PCR.,0.06439364280838845
35079818,Weighted single-step GWAS for body mass index and scans for recent signatures of  selection in Yorkshire pigs.,Study of  in pig,Identification of genetic regions and candidate genes associated with body mass index in a Yorkshire pig population.,Identification of genetic regions and candidate genes associated with body mass index in a Yorkshire pig population.,0.07036147891341805
35396557,The transcriptome from asexual to sexual in vitro development of Cystoisospora suis (Apicomplexa: Coccidia)., and its association with protein,Transcriptomic analysis of the oocyst wall tyrosine rich protein Cystoisospora suis during sexual development.,Transcriptomic analysis of the oocyst wall tyrosine rich protein Cystoisospora suis during sexual development.,0.03798229226827674
35020825,Boar spermadhesin AWN: novel insights in its binding behavior and localization on sperm.,Method of  in boar,Localization of native boar spermadhesin (AWN) in the equatorial segment of the seminal plasma of boars.,Localization of boar spermadhesin (AWN) in the equatorial segment of the seminal plasma of boars.,0.033241378434410024
35401691,Combined Analysis of RRBS DNA Methylome and Transcriptome Reveal Novel Candidate  Genes Related to Porcine Clostridium perfringens Type C-Induced Diarrhea.,Identification of  in piglet,Genome-wide comparison of DNA methylation and gene expression in Clostridium perfringens type C infected piglets.,Genome-wide comparison of DNA methylation and gene expression in Clostridium perfringens type C infected piglets.,0.05574353560566648
35378984,The RAISE Trial: A Novel Device and First-in-Man Trial.,Study of  in animal,Percutaneous radiofrequency ablation-based interatrial shunting for heart failure with preserved ejection fraction.,Percutaneous radiofrequency ablation-based interatrial shunting for heart failure with preserved ejection fraction.,0.0
35322371,Effect of Carbonyl Cyanide Chlorophenylhydrazone on Intrabacterial Concentration  and Antimicrobial Activity of Amphenicols against Swine Resistant Actinobacillus  pleuropneumoniae and Pasteurella multocida., and its association with gene,Effect of carbonyl cyanide chlorophenylhydrazone (CCP) on antimicrobial activity of amphenicol-resistant Actinobacillus pleuropneumoniae and Pasteurella multocida isolated from diseased swine.,Effect of carbonyl cyanide chlorophenylhydrazone (CCP) on antimicrobial activity of amphenicol-resistant Actinobacillus pleuropneumoniae and Pasteurella multocida isolated from diseased swine.,0.34895836374229405
35216013,A Conserved Receptor-Binding Domain in the VP1u of Primate Erythroparvoviruses Determines the Marked Tropism for Erythroid Cells.,Study of  in pig,Identification of a conserved receptor-binding domain (VP1uR) in the N-terminal of parvovirus B19V.,Identification of a conserved receptor-binding domain (VP1uR) in the N-terminal of parvovirus B19V.,0.17570681826216974
35154256,Assessment of Heterozygosity and Genome-Wide Analysis of Heterozygosity Regions in Two Duroc Pig Populations.,Study of  in pig,Identification of ROHet in the Duroc pig genome and its associations with economic traits.,Identification of ROHet in the Duroc pig genome and its associations with economic traits.,0.03798229226827674
34852955,"Identification by volatolomics of hydrocarbon, oxygenated, sulfur and aromatic markers of livestock exposure to α-hexabromocyclododecane.", and its association with marker,Volatile organic compounds (VOC)-based metabolomics of livestock exposure to chemical contamination.,Volatile organic compounds (VOC)-based metabolomics of livestock exposure to chemical contamination.,0.1630971037128253
35159307,Comparative Transcriptomic Profiles of Differentiated Adipocytes Provide Insights into Adipogenesis Mechanisms of Subcutaneous and Intramuscular Fat Tissues in Pigs.,Study of  in pig,Transcriptome analysis of adipocytes from subcutaneous and intramuscular fat tissues during differentiation.,Transcriptome analysis of adipocytes from subcutaneous and intramuscular adipocytes during differentiation.,0.051223372934525654
34935650,Reliable Assessment of Swine Renal Fibrosis Using Quantitative Magnetization Transfer Imaging.,Assessment of  in swine,Quantitative magnetization transfer (qMT) detects murine renal fibrosis in swine kidneys with unilateral renal artery stenosis.,Quantitative magnetization transfer (qMT) detects murine renal fibrosis in swine kidneys with unilateral renal artery stenosis.,0.08012120435729668
34996689,Comparison of four equations for estimation of glomerular filtration rate in predicting cardiovascular events and subclinical vascular disease in patients with type-2 diabetes.,"AIMS: Chronic kidney disease (CKD), defined by a low glomerular",Association of low glomerular filtration rate with cardiovascular events in patients with type-2 diabetes.,Association of low glomerular filtration rate with cardiovascular events in patients with type-2 diabetes.,0.21039942008138665
